first_name,middle_name,last_name,state,district,party,next_election,id,api_uri,domain,url,facebook_account,facebook_id,twitter_account,google_entity_id,rss_url,total_votes,missed_votes,missed_votes_pct,total_present,votes_with_party_pct,dw_nominate,seniority,ideal_point
Charlie,null,Dent,PA,15,R,2018,D000604,https://api.propublica.org/congress/v1/members/D000604.json,dent.house.gov,https://dent.house.gov,CongressmanDent,69862092533,RepCharlieDent,/m/04fcm3,http://dent.house.gov/?a=RSS.Feed,85,0,0.00,0,94.12,null,14,null
Ted,null,Deutch,FL,22,D,2018,D000610,https://api.propublica.org/congress/v1/members/D000610.json,teddeutch.house.gov,http://teddeutch.house.gov,CongressmanTedDeutch,112179098816942,RepTedDeutch,/m/03cg3qs,http://teddeutch.house.gov/news/rss.aspx,85,2,2.35,0,96.39,null,10,null
Jeffrey,null,Denham,CA,10,R,2018,D000612,https://api.propublica.org/congress/v1/members/D000612.json,denham.house.gov,http://denham.house.gov,RepJeffDenham,133714040028137,RepJeffDenham,/m/02q4gng,http://denham.house.gov/rss.xml,85,2,2.35,0,95.18,null,8,null
Sean,null,Duffy,WI,7,R,2018,D000614,https://api.propublica.org/congress/v1/members/D000614.json,duffy.house.gov,https://duffy.house.gov,RepSeanDuffy,119657691436457,RepSeanDuffy,/m/026m6hd,https://duffy.house.gov/rss.xml,85,0,0.00,0,96.47,null,8,null
Jeffrey,null,Duncan,SC,3,R,2018,D000615,https://api.propublica.org/congress/v1/members/D000615.json,jeffduncan.house.gov,http://jeffduncan.house.gov,RepJeffDuncan,187268144624279,RepJeffDuncan,/m/0ddgp1k,http://jeffduncan.house.gov/rss.xml,85,12,14.12,0,97.26,null,8,null
Scott,null,DesJarlais,TN,4,R,2018,D000616,https://api.propublica.org/congress/v1/members/D000616.json,desjarlais.house.gov,https://desjarlais.house.gov,ScottDesJarlaisTN04,null,DesJarlaisTN04,/m/09k4h2_,https://desjarlais.house.gov/rss.xml,85,3,3.53,0,97.56,null,8,null
Suzan,K.,DelBene,WA,1,D,2018,D000617,https://api.propublica.org/congress/v1/members/D000617.json,delbene.house.gov,https://delbene.house.gov,RepDelBene,483962224987343,RepDelBene,/m/05p0dnk,https://delbene.house.gov/rss.xml,85,2,2.35,0,95.18,null,8,null
Rodney,null,Davis,IL,13,R,2018,D000619,https://api.propublica.org/congress/v1/members/D000619.json,rodneydavis.house.gov,http://rodneydavis.house.gov,RepRodneyDavis,323631667743052,RodneyDavis,/m/0jwttjt,null,85,0,0.00,0,96.47,null,6,null
John,null,Delaney,MD,6,D,2018,D000620,https://api.propublica.org/congress/v1/members/D000620.json,delaney.house.gov,http://delaney.house.gov,congressmanjohndelaney,324527257655694,RepJohnDelaney,/m/09g8h5d,http://delaney.house.gov/rss.xml,85,0,0.00,0,92.94,null,6,null
Ron,null,DeSantis,FL,6,R,2018,D000621,https://api.propublica.org/congress/v1/members/D000621.json,desantis.house.gov,http://desantis.house.gov,RepDeSantis,464253846966014,RepDeSantis,/m/0l8mn35,http://desantis.house.gov/rss.xml,85,0,0.00,0,96.47,null,2,null
Mark,null,DeSaulnier,CA,11,D,2018,D000623,https://api.propublica.org/congress/v1/members/D000623.json,null,https://desaulnier.house.gov,RepMarkDeSaulnier,null,RepDeSaulnier,/m/0289gkw,https://desaulnier.house.gov/rss.xml,85,0,0.00,0,94.12,null,4,null
Debbie,null,Dingell,MI,12,D,2018,D000624,https://api.propublica.org/congress/v1/members/D000624.json,null,https://debbiedingell.house.gov,RepDebbieDingell,null,RepDebDingell,/m/03m4188,https://debbiedingell.house.gov/rss.xml,85,6,7.06,0,96.20,null,4,null
Daniel,M.,Donovan,NY,11,R,2018,D000625,https://api.propublica.org/congress/v1/members/D000625.json,donovan.house.gov,https://donovan.house.gov,Rep-Daniel-M-Donovan-867632656644580,867632656644580,RepDanDonovan,/m/0c036qd,https://donovan.house.gov/rss.xml,85,0,0.00,0,96.47,null,4,null
Warren,null,Davidson,OH,8,R,2018,D000626,https://api.propublica.org/congress/v1/members/D000626.json,davidson.house.gov,https://davidson.house.gov,CongressmanWarrenDavidson,null,WarrenDavidson,warren+davidson,null,85,1,1.18,0,97.62,null,4,null
Val,null,Demings,FL,10,D,2018,D000627,https://api.propublica.org/congress/v1/members/D000627.json,demings.house.gov,https://demings.house.gov,RepresentativeValDemings,null,RepValDemings,/m/0n52xwn,null,85,2,2.35,0,96.39,null,2,null
Neal,null,Dunn,FL,2,R,2018,D000628,https://api.propublica.org/congress/v1/members/D000628.json,dunn.house.gov,https://dunn.house.gov,drnealdunnfl2,null,drnealdunnfl2,/g/11c2ld4vv7,null,85,0,0.00,0,97.65,null,2,null
Eliot,L.,Engel,NY,16,D,2018,E000179,https://api.propublica.org/congress/v1/members/E000179.json,engel.house.gov,https://engel.house.gov,RepEliotLEngel,103355984852,RepEliotEngel,/m/03tt1r,https://engel.house.gov/rss/latest-news1.xml,85,3,3.53,0,95.12,null,30,null
Anna,G.,Eshoo,CA,18,D,2018,E000215,https://api.propublica.org/congress/v1/members/E000215.json,eshoo.house.gov,http://eshoo.house.gov,RepAnnaEshoo,174979964227,RepAnnaEshoo,/m/024t6x,http://eshoo.house.gov/category/news-stories/press-releases/feed/,85,0,0.00,0,92.94,null,26,null
Keith,null,Ellison,MN,5,D,2018,E000288,https://api.propublica.org/congress/v1/members/E000288.json,ellison.house.gov,https://ellison.house.gov,Keith.Ellison,7997462059,KeithEllison,/m/0dlwms,null,85,4,4.71,0,92.59,null,12,null
Elizabeth,null,Esty,CT,5,D,2018,E000293,https://api.propublica.org/congress/v1/members/E000293.json,esty.house.gov,https://esty.house.gov,RepEsty,292076514228382,RepEsty,/m/0l8ll7_,null,85,0,0.00,0,96.47,null,6,null
Tom,null,Emmer,MN,6,R,2018,E000294,https://api.propublica.org/congress/v1/members/E000294.json,null,https://emmer.house.gov,reptomemmer,null,RepTomEmmer,/m/06w2w3l,https://emmer.house.gov/rss.xml,85,0,0.00,0,97.65,null,4,null
Dwight,null,Evans,PA,2,D,2018,E000296,https://api.propublica.org/congress/v1/members/E000296.json,evans.house.gov,https://evans.house.gov,null,null,null,/m/03y8h6m,null,85,5,5.88,1,95.00,null,4,null
Adriano,null,Espaillat,NY,13,D,2018,E000297,https://api.propublica.org/congress/v1/members/E000297.json,espaillat.house.gov,https://espaillat.house.gov,RepEspaillat,null,RepEspaillat,/m/06nfs2,https://espaillat.house.gov/rss.xml,85,0,0.00,0,95.29,null,2,null
Rodney,null,Frelinghuysen,NJ,11,R,2018,F000372,https://api.propublica.org/congress/v1/members/F000372.json,frelinghuysen.house.gov,https://frelinghuysen.house.gov,rfrelinghuysen,191509977669708,USRepRodney,/m/03bktp,https://frelinghuysen.house.gov/rss/top-news.xml,85,1,1.18,0,97.62,null,24,null
Trent,null,Franks,AZ,8,R,2018,F000448,https://api.propublica.org/congress/v1/members/F000448.json,franks.house.gov,https://franks.house.gov,TrentFranks,209486545087,RepTrentFranks,/m/024p5b,https://franks.house.gov/rss.xml,85,1,1.18,0,97.62,null,16,null
Jeff,null,Fortenberry,NE,1,R,2018,F000449,https://api.propublica.org/congress/v1/members/F000449.json,fortenberry.house.gov,https://fortenberry.house.gov,jefffortenberry,48426842354,JeffFortenberry,/m/04fcch,https://fortenberry.house.gov/rss.xml,85,0,0.00,0,97.65,null,14,null
Virginia,null,Foxx,NC,5,R,2018,F000450,https://api.propublica.org/congress/v1/members/F000450.json,foxx.house.gov,http://foxx.house.gov,RepVirginiaFoxx,null,VirginiaFoxx,/m/02b5dz,http://foxx.house.gov/news/rss.aspx,85,0,0.00,0,96.47,null,12,null
Bill,null,Foster,IL,11,D,2018,F000454,https://api.propublica.org/congress/v1/members/F000454.json,foster.house.gov,http://foster.house.gov,CongressmanBillFoster,102918290599,RepBillFoster,/m/0dtn2x,http://foster.house.gov/rss.xml,85,0,0.00,0,92.94,null,6,null
Marcia,L.,Fudge,OH,11,D,2018,F000455,https://api.propublica.org/congress/v1/members/F000455.json,fudge.house.gov,https://fudge.house.gov,RepMarciaLFudge,279006440801,RepMarciaFudge,/m/04n11v9,https://fudge.house.gov/common/rss/index.cfm?rss=25,85,4,4.71,0,93.83,null,12,null
Chuck,null,Fleischmann,TN,3,R,2018,F000459,https://api.propublica.org/congress/v1/members/F000459.json,fleischmann.house.gov,http://fleischmann.house.gov,repchuck,189998554345168,RepChuck,/m/0ddd54f,http://fleischmann.house.gov/rss.xml,85,0,0.00,0,97.65,null,8,null
Blake,null,Farenthold,TX,27,R,2018,F000460,https://api.propublica.org/congress/v1/members/F000460.json,farenthold.house.gov,http://farenthold.house.gov,BlakeFarenthold,186894244673001,Farenthold,/m/0ds2ztj,http://farenthold.house.gov/news/rss.aspx,85,0,0.00,0,97.65,null,8,null
Bill,null,Flores,TX,17,R,2018,F000461,https://api.propublica.org/congress/v1/members/F000461.json,flores.house.gov,http://flores.house.gov,RepBillFlores,146176682102245,RepBillFlores,/m/0bs1ntq,http://flores.house.gov/news/rss.aspx,85,0,0.00,0,96.47,null,8,null
Lois,null,Frankel,FL,21,D,2018,F000462,https://api.propublica.org/congress/v1/members/F000462.json,frankel.house.gov,http://frankel.house.gov,RepLoisFrankel,138220153003017,RepLoisFrankel,/m/0gjdw8_,null,85,17,20.00,0,94.12,null,6,null
John,null,Faso,NY,19,R,2018,F000464,https://api.propublica.org/congress/v1/members/F000464.json,faso.house.gov,https://faso.house.gov,RepJohnFaso,null,RepJohnFaso,/m/0bgx6c,null,85,0,0.00,0,96.47,null,2,null
A.,Drew,Ferguson,GA,3,R,2018,F000465,https://api.propublica.org/congress/v1/members/F000465.json,ferguson.house.gov,https://ferguson.house.gov,RepDrewFerguson,null,RepDrewFerguson,null,https://ferguson.house.gov/rss.xml,85,0,0.00,0,97.65,null,2,null
Brian,null,Fitzpatrick,PA,8,R,2018,F000466,https://api.propublica.org/congress/v1/members/F000466.json,brianfitzpatrick.house.gov,https://brianfitzpatrick.house.gov,repbrianfitzpatrick,null,repbrianfitz,/g/11c2l6lhlm,https://brianfitzpatrick.house.gov/rss.xml,85,0,0.00,0,85.88,null,2,null
Robert,W.,Goodlatte,VA,6,R,2018,G000289,https://api.propublica.org/congress/v1/members/G000289.json,goodlatte.house.gov,https://goodlatte.house.gov,BobGoodlatte,6459789414,RepGoodlatte,/m/0284s7,null,85,1,1.18,0,97.62,null,26,null
Kay,null,Granger,TX,12,R,2018,G000377,https://api.propublica.org/congress/v1/members/G000377.json,kaygranger.house.gov,http://kaygranger.house.gov,RepKayGranger,49640749719,RepKayGranger,/m/03tndx,http://kaygranger.house.gov/rss.xml,85,0,0.00,0,97.65,null,22,null
Gene,null,Green,TX,29,D,2018,G000410,https://api.propublica.org/congress/v1/members/G000410.json,green.house.gov,https://green.house.gov,RepGeneGreen,128735131872,RepGeneGreen,/m/03v12k,https://green.house.gov/rss.xml,85,3,3.53,0,93.90,null,26,null
Luis,V.,Gutiérrez,IL,4,D,2018,G000535,https://api.propublica.org/congress/v1/members/G000535.json,gutierrez.house.gov,https://gutierrez.house.gov,RepGutierrez,91052833204,LuisGutierrez,/m/0256d5,https://gutierrez.house.gov/rss.xml,85,16,18.82,0,92.75,null,26,null
Sam,null,Graves,MO,6,R,2018,G000546,https://api.propublica.org/congress/v1/members/G000546.json,graves.house.gov,https://graves.house.gov,118514606128,118514606128,RepSamGraves,/m/03tnfy,https://graves.house.gov/rss.xml,85,0,0.00,0,96.47,null,18,null
Raúl,M.,Grijalva,AZ,3,D,2018,G000551,https://api.propublica.org/congress/v1/members/G000551.json,grijalva.house.gov,https://grijalva.house.gov,Rep.Grijalva,73539896233,RepraulGrijalva,/m/024s1z,https://grijalva.house.gov/common/rss/?rss=13,85,9,10.59,0,94.74,null,16,null
Louie,null,Gohmert,TX,1,R,2018,G000552,https://api.propublica.org/congress/v1/members/G000552.json,gohmert.house.gov,https://gohmert.house.gov,50375006903,50375006903,RepLouieGohmert,/m/0490h9,http://gohmert.house.gov/news/rss.aspx,85,1,1.18,0,94.05,null,14,null
Al,null,Green,TX,9,D,2018,G000553,https://api.propublica.org/congress/v1/members/G000553.json,algreen.house.gov,http://algreen.house.gov,repalgreen,136237609724391,RepAlGreen,/m/01364q,http://algreen.house.gov/rss.xml,85,5,5.88,0,93.75,null,14,null
Brett,null,Guthrie,KY,2,R,2018,G000558,https://api.propublica.org/congress/v1/members/G000558.json,guthrie.house.gov,https://guthrie.house.gov,null,null,RepGuthrie,/m/0411qqt,https://guthrie.house.gov/common/rss/?rss=24,85,0,0.00,0,97.65,null,10,null
John,null,Garamendi,CA,3,D,2018,G000559,https://api.propublica.org/congress/v1/members/G000559.json,garamendi.house.gov,http://garamendi.house.gov,repgaramendi,182567716746,RepGaramendi,/m/05fvls,http://garamendi.house.gov/rss.xml,85,0,0.00,0,95.29,null,10,null
Tom,null,Graves,GA,14,R,2018,G000560,https://api.propublica.org/congress/v1/members/G000560.json,tomgraves.house.gov,http://tomgraves.house.gov,reptomgraves,104548906262119,RepTomGraves,/m/0c02hpl,http://tomgraves.house.gov/news/rss.aspx,85,0,0.00,0,95.29,null,10,null
Bob,null,Gibbs,OH,7,R,2018,G000563,https://api.propublica.org/congress/v1/members/G000563.json,gibbs.house.gov,https://gibbs.house.gov,RepBobGibbs,191159267565100,RepBobGibbs,/m/07qwv4,https://gibbs.house.gov/rss.xml,85,0,0.00,0,97.65,null,8,null
Paul,null,Gosar,AZ,4,R,2018,G000565,https://api.propublica.org/congress/v1/members/G000565.json,gosar.house.gov,http://gosar.house.gov,repgosar,104329699641957,RepGosar,/m/0czdqz0,http://gosar.house.gov/rss.xml,85,1,1.18,0,95.24,null,8,null
Trey,null,Gowdy,SC,4,R,2018,G000566,https://api.propublica.org/congress/v1/members/G000566.json,gowdy.house.gov,https://gowdy.house.gov,143059759084016,143059759084016,TGowdySC,/m/0c3x3rz,https://gowdy.house.gov/rss.xml,85,1,1.18,0,97.62,null,8,null
Morgan,null,Griffith,VA,9,R,2018,G000568,https://api.propublica.org/congress/v1/members/G000568.json,morgangriffith.house.gov,http://morgangriffith.house.gov,RepMorganGriffith,141893975868919,RepMGriffith,/m/025vdrq,http://morgangriffith.house.gov/news/rss.aspx,85,0,0.00,0,95.29,null,8,null
Tulsi,null,Gabbard,HI,2,D,2018,G000571,https://api.propublica.org/congress/v1/members/G000571.json,gabbard.house.gov,https://gabbard.house.gov,RepTulsiGabbard,392284484191405,TulsiPress,/m/0cnyrfq,null,85,3,3.53,0,92.68,null,6,null
Ruben,null,Gallego,AZ,7,D,2018,G000574,https://api.propublica.org/congress/v1/members/G000574.json,null,https://rubengallego.house.gov,RepRubenGallego,null,RepRubenGallego,/m/0wy0mz5,https://rubengallego.house.gov/rss.xml,85,19,22.35,0,93.94,null,4,null
